,k1,k10,k11,k12,k13,k17,k18,k19,k2,k3,k5,k8,modified,fixed
235,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,0.46415888336127786,k8,1
236,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,0.774263682681127,k8,1
237,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.291549665014884,k8,1
238,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,2.1544346900318834,k8,1
239,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,3.593813663804626,k8,1
240,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,5.994842503189409,k8,1
241,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,10.0,k8,0
242,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k8,1
243,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,0.1,k8,3
244,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,0.16681005372000587,k8,3
245,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,0.2782559402207124,k8,3
246,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,0.46415888336127786,k8,3
247,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,0.774263682681127,k8,1
248,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.291549665014884,k8,1
249,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,2.1544346900318834,k8,1
250,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,3.593813663804626,k8,1
251,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,5.994842503189409,k8,1
252,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,10.0,k8,1
253,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k8,3
254,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,0.1,k8,3
255,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,0.16681005372000587,k8,3
256,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,0.2782559402207124,k8,3
257,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,0.46415888336127786,k8,3
258,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,0.774263682681127,k8,3
259,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.291549665014884,k8,1
260,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,2.1544346900318834,k8,1
261,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,3.593813663804626,k8,1
262,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,5.994842503189409,k8,1
263,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,10.0,k8,1
264,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k8,3
265,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,0.1,k8,3
266,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,0.16681005372000587,k8,3
267,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,0.2782559402207124,k8,3
268,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,0.46415888336127786,k8,3
269,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,0.774263682681127,k8,3
270,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.291549665014884,k8,3
271,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,2.1544346900318834,k8,1
272,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,3.593813663804626,k8,1
273,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,5.994842503189409,k8,1
274,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,10.0,k8,1
275,0.02,1.0,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
276,0.02,0.1,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
277,0.02,0.16681005372000587,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
278,0.02,0.2782559402207124,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
279,0.02,0.46415888336127786,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
280,0.02,0.774263682681127,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
281,0.02,1.291549665014884,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
282,0.02,2.1544346900318834,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
283,0.02,3.593813663804626,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
284,0.02,5.994842503189409,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
285,0.02,10.0,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k10,1
286,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
287,0.02,0.1,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
288,0.02,0.16681005372000587,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,3
289,0.02,0.2782559402207124,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
290,0.02,0.46415888336127786,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
291,0.02,0.774263682681127,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
292,0.02,1.291549665014884,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
293,0.02,2.1544346900318834,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
294,0.02,3.593813663804626,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
295,0.02,5.994842503189409,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
296,0.02,10.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k10,1
297,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
298,0.02,0.1,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
299,0.02,0.16681005372000587,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
300,0.02,0.2782559402207124,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,3
301,0.02,0.46415888336127786,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
302,0.02,0.774263682681127,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
303,0.02,1.291549665014884,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
304,0.02,2.1544346900318834,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
305,0.02,3.593813663804626,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
306,0.02,5.994842503189409,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
307,0.02,10.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k10,1
308,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,3
309,0.02,0.1,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,1
310,0.02,0.16681005372000587,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,1
311,0.02,0.2782559402207124,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,3
312,0.02,0.46415888336127786,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,0
313,0.02,0.774263682681127,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,3
314,0.02,1.291549665014884,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,3
315,0.02,2.1544346900318834,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,1
316,0.02,3.593813663804626,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,1
317,0.02,5.994842503189409,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,1
318,0.02,10.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k10,1
319,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,3
320,0.02,0.1,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,1
321,0.02,0.16681005372000587,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,1
322,0.02,0.2782559402207124,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,3
323,0.02,0.46415888336127786,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,3
324,0.02,0.774263682681127,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,3
325,0.02,1.291549665014884,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,3
326,0.02,2.1544346900318834,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,3
327,0.02,3.593813663804626,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,1
328,0.02,5.994842503189409,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,3
329,0.02,10.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k10,2
330,0.02,1.0,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
331,0.02,1.0,0.001,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
332,0.02,1.0,0.0016681005372000592,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
333,0.02,1.0,0.0027825594022071257,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
334,0.02,1.0,0.004641588833612777,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
335,0.02,1.0,0.007742636826811269,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
336,0.02,1.0,0.01291549665014884,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
337,0.02,1.0,0.021544346900318832,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
338,0.02,1.0,0.03593813663804626,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
339,0.02,1.0,0.05994842503189409,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
340,0.02,1.0,0.1,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k11,1
341,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
342,0.02,1.0,0.001,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
343,0.02,1.0,0.0016681005372000592,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
344,0.02,1.0,0.0027825594022071257,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
345,0.02,1.0,0.004641588833612777,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
346,0.02,1.0,0.007742636826811269,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
347,0.02,1.0,0.01291549665014884,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
348,0.02,1.0,0.021544346900318832,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
349,0.02,1.0,0.03593813663804626,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
350,0.02,1.0,0.05994842503189409,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
351,0.02,1.0,0.1,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k11,1
352,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
353,0.02,1.0,0.001,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
354,0.02,1.0,0.0016681005372000592,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
355,0.02,1.0,0.0027825594022071257,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
356,0.02,1.0,0.004641588833612777,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
357,0.02,1.0,0.007742636826811269,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
358,0.02,1.0,0.01291549665014884,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
359,0.02,1.0,0.021544346900318832,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
360,0.02,1.0,0.03593813663804626,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
361,0.02,1.0,0.05994842503189409,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
362,0.02,1.0,0.1,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k11,1
363,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
364,0.02,1.0,0.001,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
365,0.02,1.0,0.0016681005372000592,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
366,0.02,1.0,0.0027825594022071257,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
367,0.02,1.0,0.004641588833612777,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
368,0.02,1.0,0.007742636826811269,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,0
369,0.02,1.0,0.01291549665014884,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
370,0.02,1.0,0.021544346900318832,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
371,0.02,1.0,0.03593813663804626,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
372,0.02,1.0,0.05994842503189409,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
373,0.02,1.0,0.1,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k11,3
374,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
375,0.02,1.0,0.001,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
376,0.02,1.0,0.0016681005372000592,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,2
377,0.02,1.0,0.0027825594022071257,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
378,0.02,1.0,0.004641588833612777,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
379,0.02,1.0,0.007742636826811269,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
380,0.02,1.0,0.01291549665014884,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
381,0.02,1.0,0.021544346900318832,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
382,0.02,1.0,0.03593813663804626,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
383,0.02,1.0,0.05994842503189409,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
384,0.02,1.0,0.1,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k11,3
385,0.02,1.0,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
386,0.02,1.0,0.01,0.001,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
387,0.02,1.0,0.01,0.0016681005372000592,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
388,0.02,1.0,0.01,0.0027825594022071257,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
389,0.02,1.0,0.01,0.004641588833612777,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
390,0.02,1.0,0.01,0.007742636826811269,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
391,0.02,1.0,0.01,0.01291549665014884,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
392,0.02,1.0,0.01,0.021544346900318832,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
393,0.02,1.0,0.01,0.03593813663804626,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
394,0.02,1.0,0.01,0.05994842503189409,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
395,0.02,1.0,0.01,0.1,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k12,1
396,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
397,0.02,1.0,0.01,0.001,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
398,0.02,1.0,0.01,0.0016681005372000592,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
399,0.02,1.0,0.01,0.0027825594022071257,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
400,0.02,1.0,0.01,0.004641588833612777,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
401,0.02,1.0,0.01,0.007742636826811269,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
402,0.02,1.0,0.01,0.01291549665014884,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
403,0.02,1.0,0.01,0.021544346900318832,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
404,0.02,1.0,0.01,0.03593813663804626,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
405,0.02,1.0,0.01,0.05994842503189409,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
406,0.02,1.0,0.01,0.1,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k12,1
407,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
408,0.02,1.0,0.01,0.001,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
409,0.02,1.0,0.01,0.0016681005372000592,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
410,0.02,1.0,0.01,0.0027825594022071257,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
411,0.02,1.0,0.01,0.004641588833612777,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
412,0.02,1.0,0.01,0.007742636826811269,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,3
413,0.02,1.0,0.01,0.01291549665014884,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
414,0.02,1.0,0.01,0.021544346900318832,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
415,0.02,1.0,0.01,0.03593813663804626,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
416,0.02,1.0,0.01,0.05994842503189409,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
417,0.02,1.0,0.01,0.1,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k12,1
418,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,3
419,0.02,1.0,0.01,0.001,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,1
420,0.02,1.0,0.01,0.0016681005372000592,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,1
421,0.02,1.0,0.01,0.0027825594022071257,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,1
422,0.02,1.0,0.01,0.004641588833612777,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,1
423,0.02,1.0,0.01,0.007742636826811269,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,3
424,0.02,1.0,0.01,0.01291549665014884,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,1
425,0.02,1.0,0.01,0.021544346900318832,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,1
426,0.02,1.0,0.01,0.03593813663804626,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,1
427,0.02,1.0,0.01,0.05994842503189409,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,1
428,0.02,1.0,0.01,0.1,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k12,1
429,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,3
430,0.02,1.0,0.01,0.001,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,1
431,0.02,1.0,0.01,0.0016681005372000592,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,1
432,0.02,1.0,0.01,0.0027825594022071257,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,1
433,0.02,1.0,0.01,0.004641588833612777,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,1
434,0.02,1.0,0.01,0.007742636826811269,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,3
435,0.02,1.0,0.01,0.01291549665014884,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,1
436,0.02,1.0,0.01,0.021544346900318832,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,1
437,0.02,1.0,0.01,0.03593813663804626,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,1
438,0.02,1.0,0.01,0.05994842503189409,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,1
439,0.02,1.0,0.01,0.1,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k12,1
440,0.02,1.0,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
441,0.02,1.0,0.01,0.01,0.1,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
442,0.02,1.0,0.01,0.01,0.16681005372000587,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
443,0.02,1.0,0.01,0.01,0.2782559402207124,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
444,0.02,1.0,0.01,0.01,0.46415888336127786,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
445,0.02,1.0,0.01,0.01,0.774263682681127,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
446,0.02,1.0,0.01,0.01,1.291549665014884,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
447,0.02,1.0,0.01,0.01,2.1544346900318834,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
448,0.02,1.0,0.01,0.01,3.593813663804626,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
449,0.02,1.0,0.01,0.01,5.994842503189409,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
450,0.02,1.0,0.01,0.01,10.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k13,1
451,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
452,0.02,1.0,0.01,0.01,0.1,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
453,0.02,1.0,0.01,0.01,0.16681005372000587,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
454,0.02,1.0,0.01,0.01,0.2782559402207124,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
455,0.02,1.0,0.01,0.01,0.46415888336127786,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
456,0.02,1.0,0.01,0.01,0.774263682681127,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
457,0.02,1.0,0.01,0.01,1.291549665014884,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
458,0.02,1.0,0.01,0.01,2.1544346900318834,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
459,0.02,1.0,0.01,0.01,3.593813663804626,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
460,0.02,1.0,0.01,0.01,5.994842503189409,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
461,0.02,1.0,0.01,0.01,10.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k13,1
462,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
463,0.02,1.0,0.01,0.01,0.1,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
464,0.02,1.0,0.01,0.01,0.16681005372000587,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
465,0.02,1.0,0.01,0.01,0.2782559402207124,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
466,0.02,1.0,0.01,0.01,0.46415888336127786,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
467,0.02,1.0,0.01,0.01,0.774263682681127,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
468,0.02,1.0,0.01,0.01,1.291549665014884,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
469,0.02,1.0,0.01,0.01,2.1544346900318834,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
470,0.02,1.0,0.01,0.01,3.593813663804626,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
471,0.02,1.0,0.01,0.01,5.994842503189409,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
472,0.02,1.0,0.01,0.01,10.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k13,1
