,k1,k10,k11,k12,k13,k17,k18,k19,k2,k3,k5,k8,modified,Path,fixed
128,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.021544346900318832,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0128/,1
129,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.03593813663804626,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0129/,1
130,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.05994842503189409,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0130/,1
131,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.1,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0131/,1
132,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0132/,1
133,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.001,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0133/,1
134,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.0016681005372000592,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0134/,1
135,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.0027825594022071257,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0135/,1
136,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.004641588833612777,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0136/,1
137,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.007742636826811269,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0137/,1
138,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01291549665014884,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0138/,3
139,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.021544346900318832,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0139/,1
140,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.03593813663804626,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0140/,1
141,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.05994842503189409,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0141/,1
142,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.1,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0142/,1
143,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0143/,3
144,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.001,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0144/,1
145,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.0016681005372000592,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0145/,1
146,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.0027825594022071257,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0146/,1
147,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.004641588833612777,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0147/,1
148,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.007742636826811269,1.0,1.0,k3,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0148/,1
