Run Number,Path,Solution Number,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11
135,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0135/,1,227.275024037964,1.427927869038318,4.263982921009317,9.032210711190636,23.93472411682088,40.94199459802229,0.02579469078707103,4.205656106587667,0.7286909578475863,0.2278470640276806,70.90308175471618
136,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0136/,1,222.13890791575906,2.453978806885031,7.738446251799925,9.212921945391638,23.118411029052385,40.74186142420141,0.045216630406954186,7.372276696786009,1.24557036324583,0.37821393809434484,67.88552797282144
137,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0137/,1,211.56199731270584,4.3395368431776795,15.27925389884637,9.601702608315161,21.579085446414716,40.314963507232804,0.08333388445203774,13.58704637804963,2.186440630148525,0.6242882422453062,62.023139303141825
138,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0138/,1,179.1589421248718,8.446525689243447,41.18813533446949,10.978434417164927,17.815168731419806,38.83610632617056,0.18545925666451593,30.237922282258033,4.286651653449179,1.00317520232096,46.65708213055202
138,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0138/,2,26.090878930531876,7.249536881478636,208.34650696710693,32.68693708626079,8.999985692856662,16.83913260184037,0.4739303118988389,77.27124650524547,7.761411960614027,0.43497152142096285,5.5323843198628815
138,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0138/,3,84.51975003452222,10.503467206711994,135.00864224867263,18.588410780530285,11.443448709376563,31.021103693353332,0.39048552611638315,63.66611838854073,7.059241774252022,0.8013059216708495,17.029885206159836
139,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0139/,1,9.239831646046923,5.893924640350987,235.1046896638871,41.92214280964103,8.316303140644024,7.58368528939483,0.4941719009641126,80.5715055919749,7.90273515443439,0.326771093315134,2.882685019631551
140,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0140/,1,4.736857075059568,5.505182637986976,243.2337018146019,45.35308057769767,8.12266094995075,4.147565438751199,0.49935398355113103,81.41641036159746,7.937477073626202,0.29811154690615776,2.225340067919437
141,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0141/,1,2.673793208256705,5.323521072739446,247.1549978289132,47.12098218753737,8.031329922371874,2.377318729175554,0.5016990832870706,81.79876357941369,7.953035790144753,0.2850330272257969,1.931837680843906
142,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0142/,1,1.590212308327116,5.227225381676225,249.27132833743045,48.10618450440312,7.982581523030684,1.3908917582828548,0.5029237373140308,81.99843543163547,7.96112358719532,0.27817835165657095,1.7796811064819569
143,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0143/,1,69.6175621658447,10.805063105336961,223.38267092996222,20.83180815286995,7.973488048273938,28.718013843749983,0.45017800338006564,73.3985875076194,7.614210466013484,0.5743602768749997,10.439353701218181
143,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0143/,2,261.67995776112105,7.68143011112806,30.034982371388345,8.068232458371495,16.328137785265938,41.807816414129874,0.12395112749863116,20.209422961733342,3.1135014049033636,0.8361563282825974,59.51278151981476
143,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0143/,3,30.362728856508628,7.912925707294649,274.6926572772713,30.92015906807782,7.048152772996737,18.590503088795316,0.4893378431268655,79.7833439880759,7.897782739566842,0.3718100617759063,4.898910437584621
144,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0144/,1,299.9248531399694,0.6364239275070418,1.7828176415857266,7.149212377908574,20.194882331153618,42.841687762451166,0.009099859640261065,1.4836727674338692,0.26502295789126945,0.08568337552490232,77.97073856799634
145,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0145/,1,298.0252500181197,1.0726756335394625,3.057579040336022,7.19142578490207,19.964078907093153,42.793146080678184,0.015428134419743708,2.515456698871257,0.4455718261931353,0.14276653993131977,76.93212602791114
146,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0146/,1,294.65660119081303,1.8220068640174452,5.354741025272926,7.266994486758555,19.566354593344865,42.70652448557014,0.026481027671302036,4.317558859451419,0.7537157387982667,0.23766688248582407,75.12470392591963
147,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0147/,1,288.365692844185,3.140843255244732,9.76530300570324,7.410756275755438,18.86108282937747,42.54269167651463,0.04655204772993807,7.59000778205512,1.290677763861696,0.3949313652750832,71.86330025943062
148,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0148/,1,275.1394401552942,5.5928392125557735,19.514834171096208,7.725950360659376,17.52116317828683,42.18762964307791,0.08641999626271037,14.090216781963646,2.2762304286717647,0.6532869898207396,65.45910262125702
149,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0149/,1,229.1017546287213,11.295902110717671,57.60601470517985,9.015177954608262,13.988493490010553,40.78115291001983,0.2036691353719098,33.206924245420076,4.635163561974353,1.0534176875971375,47.11600101499788
149,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0149/,2,152.27537510745157,13.917834587287974,131.5733914344017,12.393077260554993,10.373523868586242,37.261953140765236,0.34496959867976873,56.245043263005776,6.618313873099201,0.962513261935113,25.800605733373672
149,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0149/,3,15.113482172787265,6.59972990719829,298.0864211085243,38.12094484470769,6.678688343802182,11.375879275727765,0.5031758795645476,82.03954558117623,7.988413585502692,0.29385026135631914,2.9995022281625765
150,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0150/,1,6.84496720796427,5.847789533460774,312.4124181466058,43.64114787960599,6.464027008424841,5.848443624796866,0.5104084955971474,83.21877645605664,8.034130128795956,0.2520017965591636,2.0310646101633902
151,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0151/,1,3.682508385821007,5.553092048483067,318.3439258331388,46.20212417807846,6.377402089364482,3.284746525128917,0.5131292967926295,83.66238534662436,8.051082460213733,0.2360953388828613,1.673034764914552
152,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0152/,1,2.1205053308832267,5.406114484388124,321.38852463770866,47.58172042562721,6.333424027352783,1.9038151184026109,0.514464455970179,83.88007434296398,8.059358993253122,0.22826143580029096,1.4988812006298318
153,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0153/,1,1.273777745736884,5.326051997725585,323.0740931151397,48.36470706449691,6.309215794105267,1.120107046142539,0.5151858893605531,83.99769935226408,8.063820454251056,0.2240214092285078,1.405242990151106
154,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0154/,1,122.03396778946437,14.672126488038444,234.97359857174774,14.510172279047827,7.169520570202733,35.06403755486934,0.42579016608283754,69.42230968741916,7.438773617888643,0.7012807510973867,15.268115373392073
154,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0154/,2,17.639221317246186,6.976745450037257,367.56996902633597,36.67719296368559,5.508742829933803,12.811032158055342,0.511774878259064,83.44155623789086,8.06095413862762,0.2562206431611068,2.732526150386609
154,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0154/,3,323.7613772040614,9.496206390692768,37.1012828632105,6.729376566693483,13.62948989127114,43.14281633579049,0.1278070975160256,20.838113725438955,3.211390952814099,0.8628563267158098,61.45814910375999
155,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0155/,1,370.0596544208009,0.7758482268763426,2.147376440380678,5.955677146301213,17.0272019417567,44.03508145059118,0.009241403107611504,1.5067505066757885,0.2707262909659461,0.08807016290118236,81.10725109770038
156,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0156/,1,367.822142180212,1.308427219878084,3.685998838937696,5.990313293848111,16.82625494517975,43.99401092821335,0.01567577793853682,2.555833359544047,0.4552959688668662,0.146772866525876,80.01584285988345
157,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0157/,1,363.84185579262413,2.2247611596598826,6.4655988944618175,6.0524667090949835,16.479749137650835,43.92060270519596,0.02693058570905798,4.390856365607279,0.7705938436597098,0.24442337201589348,78.11437728106628
158,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0158/,1,356.3636652752772,3.84285800751601,11.8291093306389,6.171292879344637,15.86433973408738,43.78127631613914,0.04743080451623212,7.733283345037847,1.321106117554403,0.406429366540614,74.67484143677977
159,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0159/,1,340.4174149276173,6.874827905165366,23.83224413619756,6.435181683987297,14.68930528499296,43.47633678278093,0.08848153323176985,14.42633693996248,2.337087457284174,0.673242972538418,67.87402734522198
160,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0160/,1,277.6914797677058,14.374383584519196,76.96093070459547,7.678412698704695,11.348381358115786,42.10084240239246,0.22074489890284898,35.99101612546451,4.942433350592367,1.087506578033088,46.63066258779425
